-2.83602738508489	-0.09215545607730746	0
6.374665735871531	-0.09213638631626964	0
6.938250302628148	-0.1274948143400252	0
7.489124058804009	-0.24495696928352118	0
7.974368331953883	-0.40497588785365224	0
15.200780152459629	-2.89090728899464	0
15.695116279646754	-3.060955046210438	0
16.189452409220394	-3.23100280854851	0
16.674206970143132	-3.3935890216380358	0
17.305761573952623	-3.536952975206077	0
23.062783478293568	-3.0386543264612556	0
23.561915634549223	-2.8827171339653432	0
24.137601136113517	-2.7028694190084934	0
24.67497181845829	-2.534980772063136	0
25.17394566524308	-2.379096982534975	0
25.667954682314303	-2.2255516070872545	0
26.20308804512024	-2.081409452483058	0
26.710496185347438	-1.9494934091344476	0
27.252902268897742	-1.80845642182976	0
27.774340867064893	-1.6929969834163785	0
28.361874818685465	-1.6251792898401618	0
28.879918335878756	-1.57255554292351	0
29.403651474276558	-1.5228462209925056	0
