31746.561036105617	20406.767290325835	0
31747.052533622482	20407.0236723111	0
31747.59016465739	20407.245821209624	0
31748.155028816604	20407.47811338026	0
31748.65404176415	20407.642446727026	0
31749.22630667343	20407.797548505012	0
31749.770045276324	20407.948820323218	0
31750.346940514457	20408.104086130857	0
31750.857461209584	20408.187910288572	0
31751.357449289237	20408.183798042126	0
31751.914228316455	20408.1563055194	0
31752.516022007505	20408.129991742317	0
31753.03876560653	20408.06748792436	0
31753.52198362071	20407.92914411612	0
31754.051229474193	20407.753637521528	0
31754.587632889918	20407.580072609708	0
31755.084642884263	20407.419054241385	0
31755.620346064796	20407.24549314566	0
31756.15586804913	20407.071993083693	0
31756.729701037926	20406.88607999729	0
31757.302631850296	20406.721254558302	0
31757.87458371726	20406.646230906248	0
31758.406813141482	20406.68406889122	0
31758.915379043203	20406.834646432195	0
31759.37579392991	20407.09515973879	0
31759.787113662227	20407.481550426688	0
31760.104731555504	20407.98897382524	0
31760.263657088508	20408.485567301977	0
31760.303416248935	20409.00284406636	0
31760.212806221272	20409.548151224386	0
31759.991435524018	20410.05142804701	0
31759.68002748117	20410.456152173225	0
31759.254745479615	20410.795561045874	0
31758.76143169147	20411.01811048342	0
31758.195430752705	20411.112779825926	0
31757.627498622984	20411.055628031958	0
31757.061170575034	20410.911871163175	0
31756.509416577115	20410.777704447974	0
31756.00287532399	20410.654924601782	0
31755.49905490497	20410.524267404806	0
31755.02746224153	20410.346956463996	0
31754.58078217233	20410.111902448814	0
31754.077813144715	20409.848558634054	0
31753.544278617308	20409.57015058631	0
31753.044813748158	20409.309496131726	0
31752.545811947726	20409.049089640845	0
31752.082335588464	20408.807222576346	0
31751.618891593418	20408.565370769706	0
31751.119790550263	20408.304910865612	0
31750.620691294665	20408.04445096571	0
31750.15724110225	20407.80259534577	0
31749.69379114738	20407.560739727225	0
31749.2380964717	20407.34112760378	0
31748.75175547198	20407.176321237814	0
31748.2596583321	20407.02161237551	0
